tentativa_id,pedido_id,dia,horario,metodo,status,valor,canal,codigo_erro
"19-0358","19-0358","2026-09-19","11:34:00","cartao","aprovado","100","app",""
"19-0359","19-0359","2026-09-19","11:34:00","cartao","aprovado","100","web",""
"19-0360","19-0360","2026-09-19","11:35:00","cartao","aprovado","100","app",""
"19-0361","19-0361","2026-09-19","11:36:00","cartao","aprovado","100","web",""
"19-0362","19-0362","2026-09-19","11:36:00","cartao","aprovado","100","app",""
"19-0363","19-0363","2026-09-19","11:37:00","cartao","aprovado","100","web",""
"19-0364","19-0364","2026-09-19","11:37:00","cartao","aprovado","100","app",""
"19-0365","19-0365","2026-09-19","11:38:00","cartao","aprovado","100","web",""
"19-0366","19-0366","2026-09-19","11:39:00","cartao","aprovado","100","app",""
"19-0367","19-0367","2026-09-19","11:39:00","cartao","aprovado","100","web",""
"19-0368","19-0368","2026-09-19","11:40:00","cartao","aprovado","100","app",""
"19-0369","19-0369","2026-09-19","11:40:00","cartao","aprovado","100","web",""
"19-0370","19-0370","2026-09-19","11:41:00","cartao","aprovado","100","app",""
"19-0371","19-0371","2026-09-19","11:42:00","cartao","aprovado","100","web",""
"19-0372","19-0372","2026-09-19","11:42:00","cartao","aprovado","100","app",""
"19-0373","19-0373","2026-09-19","11:43:00","cartao","aprovado","100","web",""
"19-0374","19-0374","2026-09-19","11:43:00","cartao","aprovado","100","app",""
"19-0375","19-0375","2026-09-19","11:44:00","cartao","aprovado","100","web",""
"19-0376","19-0376","2026-09-19","11:45:00","cartao","aprovado","100","app",""
"19-0377","19-0377","2026-09-19","11:45:00","cartao","aprovado","100","web",""
"19-0378","19-0378","2026-09-19","11:46:00","cartao","aprovado","100","app",""
"19-0379","19-0379","2026-09-19","11:46:00","cartao","aprovado","100","web",""
"19-0380","19-0380","2026-09-19","11:47:00","cartao","aprovado","100","app",""
"19-0381","19-0381","2026-09-19","11:48:00","cartao","aprovado","100","web",""
"19-0382","19-0382","2026-09-19","11:48:00","cartao","aprovado","100","app",""
"19-0383","19-0383","2026-09-19","11:49:00","cartao","aprovado","100","web",""
"19-0384","19-0384","2026-09-19","11:49:00","cartao","aprovado","100","app",""
"19-0385","19-0385","2026-09-19","11:50:00","cartao","aprovado","100","web",""
"19-0386","19-0386","2026-09-19","11:51:00","cartao","aprovado","100","app",""
"19-0387","19-0387","2026-09-19","11:51:00","cartao","aprovado","100","web",""
"19-0388","19-0388","2026-09-19","11:52:00","cartao","aprovado","100","app",""
"19-0389","19-0389","2026-09-19","11:52:00","cartao","aprovado","100","web",""
"19-0390","19-0390","2026-09-19","11:53:00","cartao","aprovado","100","app",""
"19-0391","19-0391","2026-09-19","11:54:00","cartao","aprovado","100","web",""
"19-0392","19-0392","2026-09-19","11:54:00","cartao","aprovado","100","app",""
"19-0393","19-0393","2026-09-19","11:55:00","cartao","aprovado","100","web",""
"19-0394","19-0394","2026-09-19","11:55:00","cartao","aprovado","100","app",""
"19-0395","19-0395","2026-09-19","11:56:00","cartao","aprovado","100","web",""
"19-0396","19-0396","2026-09-19","11:57:00","cartao","aprovado","100","app",""
"19-0397","19-0397","2026-09-19","11:57:00","cartao","aprovado","100","web",""
"19-0398","19-0398","2026-09-19","11:58:00","cartao","aprovado","100","app",""
"19-0399","19-0399","2026-09-19","11:58:00","cartao","aprovado","100","web",""
"19-0400","19-0400","2026-09-19","11:59:00","cartao","aprovado","100","app",""
"19-0401","19-0401","2026-09-19","12:00:00","cartao","aprovado","100","web",""
"19-0402","19-0402","2026-09-19","12:00:00","cartao","aprovado","100","app",""
"19-0403","19-0403","2026-09-19","12:01:00","cartao","aprovado","100","web",""
"19-0404","19-0404","2026-09-19","12:01:00","cartao","aprovado","100","app",""
"19-0405","19-0405","2026-09-19","12:02:00","cartao","aprovado","100","web",""
"19-0406","19-0406","2026-09-19","12:03:00","cartao","aprovado","100","app",""
"19-0407","19-0407","2026-09-19","12:03:00","cartao","aprovado","100","web",""
"19-0408","19-0408","2026-09-19","12:04:00","cartao","aprovado","100","app",""
"19-0409","19-0409","2026-09-19","12:04:00","cartao","aprovado","100","web",""
"19-0410","19-0410","2026-09-19","12:05:00","cartao","aprovado","100","app",""
"19-0411","19-0411","2026-09-19","12:06:00","cartao","aprovado","100","web",""
"19-0412","19-0412","2026-09-19","12:06:00","cartao","aprovado","100","app",""
"19-0413","19-0413","2026-09-19","12:07:00","cartao","aprovado","100","web",""
"19-0414","19-0414","2026-09-19","12:07:00","cartao","aprovado","100","app",""
"19-0415","19-0415","2026-09-19","12:08:00","cartao","aprovado","100","web",""
"19-0416","19-0416","2026-09-19","12:09:00","cartao","aprovado","100","app",""
"19-0417","19-0417","2026-09-19","12:09:00","cartao","aprovado","100","web",""
"19-0418","19-0418","2026-09-19","12:10:00","cartao","aprovado","100","app",""
"19-0419","19-0419","2026-09-19","12:10:00","cartao","aprovado","100","web",""
"19-0420","19-0420","2026-09-19","12:11:00","cartao","aprovado","100","app",""
"19-0421","19-0421","2026-09-19","12:12:00","cartao","aprovado","100","web",""
"19-0422","19-0422","2026-09-19","12:12:00","cartao","aprovado","100","app",""
"19-0423","19-0423","2026-09-19","12:13:00","cartao","aprovado","100","web",""
"19-0424","19-0424","2026-09-19","12:13:00","cartao","aprovado","100","app",""
"19-0425","19-0425","2026-09-19","12:14:00","cartao","aprovado","100","web",""
"19-0426","19-0426","2026-09-19","12:15:00","cartao","aprovado","100","app",""
"19-0427","19-0427","2026-09-19","12:15:00","cartao","aprovado","100","web",""
"19-0428","19-0428","2026-09-19","12:16:00","cartao","aprovado","100","app",""
"19-0429","19-0429","2026-09-19","12:16:00","cartao","aprovado","100","web",""
"19-0430","19-0430","2026-09-19","12:17:00","cartao","aprovado","100","app",""
"19-0431","19-0431","2026-09-19","12:18:00","cartao","aprovado","100","web",""
"19-0432","19-0432","2026-09-19","12:18:00","cartao","aprovado","100","app",""
"19-0433","19-0433","2026-09-19","12:19:00","cartao","aprovado","100","web",""
"19-0434","19-0434","2026-09-19","12:19:00","cartao","aprovado","100","app",""
"19-0435","19-0435","2026-09-19","12:20:00","cartao","aprovado","100","web",""
"19-0436","19-0436","2026-09-19","12:21:00","cartao","aprovado","100","app",""
"19-0437","19-0437","2026-09-19","12:21:00","cartao","aprovado","100","web",""
"19-0438","19-0438","2026-09-19","12:22:00","cartao","aprovado","100","app",""
"19-0439","19-0439","2026-09-19","12:22:00","cartao","aprovado","100","web",""
"19-0440","19-0440","2026-09-19","12:23:00","cartao","aprovado","100","app",""
"19-0441","19-0441","2026-09-19","12:24:00","cartao","aprovado","100","web",""
"19-0442","19-0442","2026-09-19","12:24:00","cartao","aprovado","100","app",""
"19-0443","19-0443","2026-09-19","12:25:00","cartao","aprovado","100","web",""
"19-0444","19-0444","2026-09-19","12:25:00","cartao","aprovado","100","app",""
"19-0445","19-0445","2026-09-19","12:26:00","cartao","aprovado","100","web",""
"19-0446","19-0446","2026-09-19","12:27:00","cartao","aprovado","100","app",""
"19-0447","19-0447","2026-09-19","12:27:00","cartao","aprovado","100","web",""
"19-0448","19-0448","2026-09-19","12:28:00","cartao","aprovado","100","app",""
"19-0449","19-0449","2026-09-19","12:28:00","cartao","aprovado","100","web",""
"19-0450","19-0450","2026-09-19","12:29:00","cartao","aprovado","100","app",""
"19-0451","19-0451","2026-09-19","12:30:00","cartao","aprovado","100","web",""
"19-0452","19-0452","2026-09-19","12:30:00","cartao","aprovado","100","app",""
"19-0453","19-0453","2026-09-19","12:31:00","cartao","aprovado","100","web",""
"19-0454","19-0454","2026-09-19","12:31:00","cartao","aprovado","100","app",""
"19-0455","19-0455","2026-09-19","12:32:00","cartao","aprovado","100","web",""
"19-0456","19-0456","2026-09-19","12:33:00","cartao","aprovado","100","app",""
"19-0457","19-0457","2026-09-19","12:33:00","cartao","aprovado","100","web",""
"19-0458","19-0458","2026-09-19","12:34:00","cartao","aprovado","100","app",""
"19-0459","19-0459","2026-09-19","12:34:00","cartao","aprovado","100","web",""
"19-0460","19-0460","2026-09-19","12:35:00","cartao","aprovado","100","app",""
"19-0461","19-0461","2026-09-19","12:36:00","cartao","aprovado","100","web",""
"19-0462","19-0462","2026-09-19","12:36:00","cartao","aprovado","100","app",""
"19-0463","19-0463","2026-09-19","12:37:00","cartao","aprovado","100","web",""
"19-0464","19-0464","2026-09-19","12:37:00","cartao","aprovado","100","app",""
"19-0465","19-0465","2026-09-19","12:38:00","cartao","aprovado","100","web",""
"19-0466","19-0466","2026-09-19","12:39:00","cartao","aprovado","100","app",""
"19-0467","19-0467","2026-09-19","12:39:00","cartao","aprovado","100","web",""
"19-0468","19-0468","2026-09-19","12:40:00","cartao","aprovado","100","app",""
"19-0469","19-0469","2026-09-19","12:40:00","cartao","aprovado","100","web",""
"19-0470","19-0470","2026-09-19","12:41:00","cartao","aprovado","100","app",""
"19-0471","19-0471","2026-09-19","12:42:00","cartao","aprovado","100","web",""
"19-0472","19-0472","2026-09-19","12:42:00","cartao","aprovado","100","app",""
"19-0473","19-0473","2026-09-19","12:43:00","cartao","aprovado","100","web",""
"19-0474","19-0474","2026-09-19","12:43:00","cartao","aprovado","100","app",""
"19-0475","19-0475","2026-09-19","12:44:00","cartao","aprovado","100","web",""
"19-0476","19-0476","2026-09-19","12:45:00","cartao","aprovado","100","app",""
"19-0477","19-0477","2026-09-19","12:45:00","cartao","aprovado","100","web",""
"19-0478","19-0478","2026-09-19","12:46:00","cartao","aprovado","100","app",""
"19-0479","19-0479","2026-09-19","12:46:00","cartao","aprovado","100","web",""
"19-0480","19-0480","2026-09-19","12:47:00","cartao","aprovado","100","app",""
"19-0481","19-0481","2026-09-19","12:48:00","cartao","aprovado","100","web",""
"19-0482","19-0482","2026-09-19","12:48:00","cartao","aprovado","100","app",""
"19-0483","19-0483","2026-09-19","12:49:00","cartao","aprovado","100","web",""
"19-0484","19-0484","2026-09-19","12:49:00","cartao","aprovado","100","app",""
"19-0485","19-0485","2026-09-19","12:50:00","cartao","aprovado","100","web",""
"19-0486","19-0486","2026-09-19","12:51:00","cartao","aprovado","100","app",""
"19-0487","19-0487","2026-09-19","12:51:00","cartao","aprovado","100","web",""
"19-0488","19-0488","2026-09-19","12:52:00","cartao","aprovado","100","app",""
"19-0489","19-0489","2026-09-19","12:52:00","cartao","aprovado","100","web",""
"19-0490","19-0490","2026-09-19","12:53:00","cartao","aprovado","100","app",""
"19-0491","19-0491","2026-09-19","12:54:00","cartao","aprovado","100","web",""
"19-0492","19-0492","2026-09-19","12:54:00","cartao","aprovado","100","app",""
"19-0493","19-0493","2026-09-19","12:55:00","cartao","aprovado","100","web",""
"19-0494","19-0494","2026-09-19","12:55:00","cartao","aprovado","100","app",""
"19-0495","19-0495","2026-09-19","12:56:00","cartao","aprovado","100","web",""
"19-0496","19-0496","2026-09-19","12:57:00","cartao","aprovado","100","app",""
"19-0497","19-0497","2026-09-19","12:57:00","cartao","aprovado","100","web",""
"19-0498","19-0498","2026-09-19","12:58:00","cartao","aprovado","100","app",""
"19-0499","19-0499","2026-09-19","12:58:00","cartao","aprovado","100","web",""
"19-0500","19-0500","2026-09-19","12:59:00","cartao","aprovado","100","app",""
"19-0501","19-0501","2026-09-19","13:00:00","cartao","aprovado","100","web",""
"19-0502","19-0502","2026-09-19","13:00:00","cartao","aprovado","100","app",""
"19-0503","19-0503","2026-09-19","13:01:00","cartao","aprovado","100","web",""
"19-0504","19-0504","2026-09-19","13:01:00","cartao","aprovado","100","app",""
"19-0505","19-0505","2026-09-19","13:02:00","cartao","aprovado","100","web",""
"19-0506","19-0506","2026-09-19","13:03:00","cartao","aprovado","100","app",""
"19-0507","19-0507","2026-09-19","13:03:00","cartao","aprovado","100","web",""
"19-0508","19-0508","2026-09-19","13:04:00","cartao","aprovado","100","app",""
"19-0509","19-0509","2026-09-19","13:04:00","cartao","aprovado","100","web",""
"19-0510","19-0510","2026-09-19","13:05:00","cartao","aprovado","100","app",""
"19-0511","19-0511","2026-09-19","13:06:00","cartao","aprovado","100","web",""
"19-0512","19-0512","2026-09-19","13:06:00","cartao","aprovado","100","app",""
"19-0513","19-0513","2026-09-19","13:07:00","cartao","aprovado","100","web",""
"19-0514","19-0514","2026-09-19","13:07:00","cartao","aprovado","100","app",""
"19-0515","19-0515","2026-09-19","13:08:00","cartao","aprovado","100","web",""
"19-0516","19-0516","2026-09-19","13:09:00","cartao","aprovado","100","app",""
"19-0517","19-0517","2026-09-19","13:09:00","cartao","aprovado","100","web",""
"19-0518","19-0518","2026-09-19","13:10:00","cartao","aprovado","100","app",""
"19-0519","19-0519","2026-09-19","13:10:00","cartao","aprovado","100","web",""
"19-0520","19-0520","2026-09-19","13:11:00","cartao","aprovado","100","app",""
"19-0521","19-0521","2026-09-19","13:12:00","cartao","aprovado","100","web",""
"19-0522","19-0522","2026-09-19","13:12:00","cartao","aprovado","100","app",""
"19-0523","19-0523","2026-09-19","13:13:00","cartao","aprovado","100","web",""
"19-0524","19-0524","2026-09-19","13:13:00","cartao","aprovado","100","app",""
"19-0525","19-0525","2026-09-19","13:14:00","cartao","aprovado","100","web",""
"19-0526","19-0526","2026-09-19","13:15:00","cartao","aprovado","100","app",""
"19-0527","19-0527","2026-09-19","13:15:00","cartao","aprovado","100","web",""
"19-0528","19-0528","2026-09-19","13:16:00","cartao","aprovado","100","app",""
"19-0529","19-0529","2026-09-19","13:16:00","cartao","aprovado","100","web",""
"19-0530","19-0530","2026-09-19","13:17:00","cartao","aprovado","100","app",""
"19-0531","19-0531","2026-09-19","13:18:00","cartao","aprovado","100","web",""
"19-0532","19-0532","2026-09-19","13:18:00","cartao","aprovado","100","app",""
"19-0533","19-0533","2026-09-19","13:19:00","cartao","aprovado","100","web",""
"19-0534","19-0534","2026-09-19","13:19:00","cartao","aprovado","100","app",""
"19-0535","19-0535","2026-09-19","13:20:00","cartao","aprovado","100","web",""
"19-0536","19-0536","2026-09-19","13:21:00","cartao","aprovado","100","app",""
"19-0537","19-0537","2026-09-19","13:21:00","cartao","aprovado","100","web",""
"19-0538","19-0538","2026-09-19","13:22:00","cartao","aprovado","100","app",""
"19-0539","19-0539","2026-09-19","13:22:00","cartao","aprovado","100","web",""
"19-0540","19-0540","2026-09-19","13:23:00","cartao","aprovado","100","app",""
"19-0541","19-0541","2026-09-19","13:24:00","cartao","falhou","100","web","RECUSADO"
"19-0542","19-0542","2026-09-19","13:24:00","cartao","falhou","100","app","RECUSADO"
"19-0543","19-0543","2026-09-19","13:25:00","cartao","falhou","100","web","RECUSADO"
"19-0544","19-0544","2026-09-19","13:25:00","cartao","falhou","100","app","RECUSADO"
"19-0545","19-0545","2026-09-19","13:26:00","cartao","falhou","100","web","RECUSADO"
"19-0546","19-0546","2026-09-19","13:27:00","cartao","falhou","100","app","RECUSADO"
"19-0547","19-0547","2026-09-19","13:27:00","cartao","falhou","100","web","RECUSADO"
"19-0548","19-0548","2026-09-19","13:28:00","cartao","falhou","100","app","RECUSADO"
"19-0549","19-0549","2026-09-19","13:28:00","cartao","falhou","100","web","RECUSADO"
"19-0550","19-0550","2026-09-19","13:29:00","cartao","falhou","100","app","RECUSADO"
"19-0551","19-0551","2026-09-19","13:30:00","cartao","falhou","100","web","RECUSADO"
"19-0552","19-0552","2026-09-19","13:30:00","cartao","falhou","100","app","RECUSADO"
"19-0553","19-0553","2026-09-19","13:31:00","cartao","falhou","100","web","RECUSADO"
"19-0554","19-0554","2026-09-19","13:31:00","cartao","falhou","100","app","RECUSADO"
"19-0555","19-0555","2026-09-19","13:32:00","cartao","falhou","100","web","RECUSADO"
"19-0556","19-0556","2026-09-19","13:33:00","cartao","falhou","100","app","RECUSADO"
"19-0557","19-0557","2026-09-19","13:33:00","cartao","falhou","100","web","RECUSADO"
"19-0558","19-0558","2026-09-19","13:34:00","cartao","falhou","100","app","RECUSADO"
"19-0559","19-0559","2026-09-19","13:34:00","cartao","falhou","100","web","RECUSADO"
"19-0560","19-0560","2026-09-19","13:35:00","cartao","falhou","100","app","RECUSADO"
"19-0561","19-0561","2026-09-19","13:36:00","cartao","falhou","100","web","RECUSADO"
"19-0562","19-0562","2026-09-19","13:36:00","cartao","falhou","100","app","RECUSADO"
"19-0563","19-0563","2026-09-19","13:37:00","cartao","falhou","100","web","RECUSADO"
"19-0564","19-0564","2026-09-19","13:37:00","cartao","falhou","100","app","RECUSADO"
"19-0565","19-0565","2026-09-19","13:38:00","cartao","falhou","100","web","RECUSADO"
"19-0566","19-0566","2026-09-19","13:39:00","cartao","falhou","100","app","RECUSADO"
"19-0567","19-0567","2026-09-19","13:39:00","cartao","falhou","100","web","RECUSADO"
"19-0568","19-0568","2026-09-19","13:40:00","cartao","falhou","100","app","RECUSADO"
"19-0569","19-0569","2026-09-19","13:40:00","cartao","falhou","100","web","RECUSADO"
"19-0570","19-0570","2026-09-19","13:41:00","cartao","falhou","100","app","RECUSADO"
"19-0571","19-0571","2026-09-19","13:42:00","cartao","falhou","100","web","RECUSADO"
"19-0572","19-0572","2026-09-19","13:42:00","cartao","falhou","100","app","RECUSADO"
"19-0573","19-0573","2026-09-19","13:43:00","cartao","falhou","100","web","RECUSADO"
"19-0574","19-0574","2026-09-19","13:43:00","cartao","falhou","100","app","RECUSADO"
"19-0575","19-0575","2026-09-19","13:44:00","cartao","falhou","100","web","RECUSADO"
"19-0576","19-0576","2026-09-19","13:45:00","cartao","falhou","100","app","RECUSADO"
"19-0577","19-0577","2026-09-19","13:45:00","cartao","falhou","100","web","RECUSADO"
"19-0578","19-0578","2026-09-19","13:46:00","cartao","falhou","100","app","RECUSADO"
"19-0579","19-0579","2026-09-19","13:46:00","cartao","falhou","100","web","RECUSADO"
"19-0580","19-0580","2026-09-19","13:47:00","cartao","falhou","100","app","RECUSADO"
"19-0581","19-0581","2026-09-19","13:48:00","cartao","falhou","100","web","RECUSADO"
"19-0582","19-0582","2026-09-19","13:48:00","cartao","falhou","100","app","RECUSADO"
"19-0583","19-0583","2026-09-19","13:49:00","cartao","falhou","100","web","RECUSADO"
"19-0584","19-0584","2026-09-19","13:49:00","cartao","falhou","100","app","RECUSADO"
"19-0585","19-0585","2026-09-19","13:50:00","cartao","falhou","100","web","RECUSADO"
"19-0586","19-0586","2026-09-19","13:51:00","cartao","falhou","100","app","RECUSADO"
"19-0587","19-0587","2026-09-19","13:51:00","cartao","falhou","100","web","RECUSADO"
"19-0588","19-0588","2026-09-19","13:52:00","cartao","falhou","100","app","RECUSADO"
"19-0589","19-0589","2026-09-19","13:52:00","cartao","falhou","100","web","RECUSADO"
"19-0590","19-0590","2026-09-19","13:53:00","cartao","falhou","100","app","RECUSADO"
"19-0591","19-0591","2026-09-19","13:54:00","cartao","falhou","100","web","RECUSADO"
"19-0592","19-0592","2026-09-19","13:54:00","cartao","falhou","100","app","RECUSADO"
"19-0593","19-0593","2026-09-19","13:55:00","cartao","falhou","100","web","RECUSADO"
"19-0594","19-0594","2026-09-19","13:55:00","cartao","falhou","100","app","RECUSADO"
"19-0595","19-0595","2026-09-19","13:56:00","cartao","falhou","100","web","RECUSADO"
"19-0596","19-0596","2026-09-19","13:57:00","cartao","falhou","100","app","RECUSADO"
"19-0597","19-0597","2026-09-19","13:57:00","cartao","falhou","100","web","RECUSADO"
"19-0598","19-0598","2026-09-19","13:58:00","cartao","falhou","100","app","RECUSADO"
"19-0599","19-0599","2026-09-19","13:58:00","cartao","falhou","100","web","RECUSADO"
"19-0600","19-0600","2026-09-19","13:59:00","cartao","falhou","100","app","RECUSADO"
"19-0601","19-0601","2026-09-19","14:00:00","pix","aprovado","100","web",""
"19-0602","19-0602","2026-09-19","14:00:00","pix","aprovado","100","app",""
"19-0603","19-0603","2026-09-19","14:01:00","pix","aprovado","100","web",""
"19-0604","19-0604","2026-09-19","14:01:00","pix","aprovado","100","app",""
"19-0605","19-0605","2026-09-19","14:02:00","pix","aprovado","100","web",""
"19-0606","19-0606","2026-09-19","14:03:00","pix","aprovado","100","app",""
"19-0607","19-0607","2026-09-19","14:03:00","pix","aprovado","100","web",""
"19-0608","19-0608","2026-09-19","14:04:00","pix","aprovado","100","app",""
"19-0609","19-0609","2026-09-19","14:04:00","pix","aprovado","100","web",""
"19-0610","19-0610","2026-09-19","14:05:00","pix","aprovado","100","app",""
"19-0611","19-0611","2026-09-19","14:06:00","pix","aprovado","100","web",""
"19-0612","19-0612","2026-09-19","14:06:00","pix","aprovado","100","app",""
"19-0613","19-0613","2026-09-19","14:07:00","pix","aprovado","100","web",""
"19-0614","19-0614","2026-09-19","14:07:00","pix","aprovado","100","app",""
"19-0615","19-0615","2026-09-19","14:08:00","pix","aprovado","100","web",""
"19-0616","19-0616","2026-09-19","14:09:00","pix","aprovado","100","app",""
"19-0617","19-0617","2026-09-19","14:09:00","pix","aprovado","100","web",""
"19-0618","19-0618","2026-09-19","14:10:00","pix","aprovado","100","app",""
"19-0619","19-0619","2026-09-19","14:10:00","pix","aprovado","100","web",""
"19-0620","19-0620","2026-09-19","14:11:00","pix","aprovado","100","app",""
"19-0621","19-0621","2026-09-19","14:12:00","pix","aprovado","100","web",""
"19-0622","19-0622","2026-09-19","14:12:00","pix","aprovado","100","app",""
"19-0623","19-0623","2026-09-19","14:13:00","pix","aprovado","100","web",""
"19-0624","19-0624","2026-09-19","14:13:00","pix","aprovado","100","app",""
"19-0625","19-0625","2026-09-19","14:14:00","pix","aprovado","100","web",""
"19-0626","19-0626","2026-09-19","14:15:00","pix","aprovado","100","app",""
"19-0627","19-0627","2026-09-19","14:15:00","pix","aprovado","100","web",""
"19-0628","19-0628","2026-09-19","14:16:00","pix","aprovado","100","app",""
"19-0629","19-0629","2026-09-19","14:16:00","pix","aprovado","100","web",""
"19-0630","19-0630","2026-09-19","14:17:00","pix","aprovado","100","app",""
"19-0631","19-0631","2026-09-19","14:18:00","pix","aprovado","100","web",""
"19-0632","19-0632","2026-09-19","14:18:00","pix","aprovado","100","app",""
"19-0633","19-0633","2026-09-19","14:19:00","pix","aprovado","100","web",""
"19-0634","19-0634","2026-09-19","14:19:00","pix","aprovado","100","app",""
"19-0635","19-0635","2026-09-19","14:20:00","pix","aprovado","100","web",""
"19-0636","19-0636","2026-09-19","14:21:00","pix","aprovado","100","app",""
"19-0637","19-0637","2026-09-19","14:21:00","pix","aprovado","100","web",""
"19-0638","19-0638","2026-09-19","14:22:00","pix","aprovado","100","app",""
"19-0639","19-0639","2026-09-19","14:22:00","pix","aprovado","100","web",""
"19-0640","19-0640","2026-09-19","14:23:00","pix","aprovado","100","app",""
"19-0641","19-0641","2026-09-19","14:24:00","pix","aprovado","100","web",""
"19-0642","19-0642","2026-09-19","14:24:00","pix","aprovado","100","app",""
"19-0643","19-0643","2026-09-19","14:25:00","pix","aprovado","100","web",""
"19-0644","19-0644","2026-09-19","14:25:00","pix","aprovado","100","app",""
"19-0645","19-0645","2026-09-19","14:26:00","pix","aprovado","100","web",""
"19-0646","19-0646","2026-09-19","14:27:00","pix","aprovado","100","app",""
"19-0647","19-0647","2026-09-19","14:27:00","pix","aprovado","100","web",""
"19-0648","19-0648","2026-09-19","14:28:00","pix","aprovado","100","app",""
"19-0649","19-0649","2026-09-19","14:28:00","pix","aprovado","100","web",""
"19-0650","19-0650","2026-09-19","14:29:00","pix","aprovado","100","app",""
"19-0651","19-0651","2026-09-19","14:30:00","pix","aprovado","100","web",""
"19-0652","19-0652","2026-09-19","14:30:00","pix","aprovado","100","app",""
"19-0653","19-0653","2026-09-19","14:31:00","pix","aprovado","100","web",""
"19-0654","19-0654","2026-09-19","14:31:00","pix","aprovado","100","app",""
"19-0655","19-0655","2026-09-19","14:32:00","pix","aprovado","100","web",""
"19-0656","19-0656","2026-09-19","14:33:00","pix","aprovado","100","app",""
"19-0657","19-0657","2026-09-19","14:33:00","pix","aprovado","100","web",""
"19-0658","19-0658","2026-09-19","14:34:00","pix","aprovado","100","app",""
"19-0659","19-0659","2026-09-19","14:34:00","pix","aprovado","100","web",""
"19-0660","19-0660","2026-09-19","14:35:00","pix","aprovado","100","app",""
"19-0661","19-0661","2026-09-19","14:36:00","pix","aprovado","100","web",""
"19-0662","19-0662","2026-09-19","14:36:00","pix","aprovado","100","app",""
"19-0663","19-0663","2026-09-19","14:37:00","pix","aprovado","100","web",""
"19-0664","19-0664","2026-09-19","14:37:00","pix","aprovado","100","app",""
"19-0665","19-0665","2026-09-19","14:38:00","pix","aprovado","100","web",""
"19-0666","19-0666","2026-09-19","14:39:00","pix","aprovado","100","app",""
"19-0667","19-0667","2026-09-19","14:39:00","pix","aprovado","100","web",""
"19-0668","19-0668","2026-09-19","14:40:00","pix","aprovado","100","app",""
"19-0669","19-0669","2026-09-19","14:40:00","pix","aprovado","100","web",""
"19-0670","19-0670","2026-09-19","14:41:00","pix","aprovado","100","app",""
"19-0671","19-0671","2026-09-19","14:42:00","pix","aprovado","100","web",""
"19-0672","19-0672","2026-09-19","14:42:00","pix","aprovado","100","app",""
"19-0673","19-0673","2026-09-19","14:43:00","pix","aprovado","100","web",""
"19-0674","19-0674","2026-09-19","14:43:00","pix","aprovado","100","app",""
"19-0675","19-0675","2026-09-19","14:44:00","pix","aprovado","100","web",""
"19-0676","19-0676","2026-09-19","14:45:00","pix","aprovado","100","app",""
"19-0677","19-0677","2026-09-19","14:45:00","pix","aprovado","100","web",""
"19-0678","19-0678","2026-09-19","14:46:00","pix","aprovado","100","app",""
"19-0679","19-0679","2026-09-19","14:46:00","pix","aprovado","100","web",""
"19-0680","19-0680","2026-09-19","14:47:00","pix","aprovado","100","app",""
"19-0681","19-0681","2026-09-19","14:48:00","pix","aprovado","100","web",""
"19-0682","19-0682","2026-09-19","14:48:00","pix","aprovado","100","app",""
"19-0683","19-0683","2026-09-19","14:49:00","pix","aprovado","100","web",""
"19-0684","19-0684","2026-09-19","14:49:00","pix","aprovado","100","app",""
"19-0685","19-0685","2026-09-19","14:50:00","pix","aprovado","100","web",""
"19-0686","19-0686","2026-09-19","14:51:00","pix","aprovado","100","app",""
"19-0687","19-0687","2026-09-19","14:51:00","pix","aprovado","100","web",""
"19-0688","19-0688","2026-09-19","14:52:00","pix","aprovado","100","app",""
"19-0689","19-0689","2026-09-19","14:52:00","pix","aprovado","100","web",""
"19-0690","19-0690","2026-09-19","14:53:00","pix","aprovado","100","app",""
"19-0691","19-0691","2026-09-19","14:54:00","pix","aprovado","100","web",""
"19-0692","19-0692","2026-09-19","14:54:00","pix","aprovado","100","app",""
"19-0693","19-0693","2026-09-19","14:55:00","pix","aprovado","100","web",""
"19-0694","19-0694","2026-09-19","14:55:00","pix","aprovado","100","app",""
"19-0695","19-0695","2026-09-19","14:56:00","pix","aprovado","100","web",""
"19-0696","19-0696","2026-09-19","14:57:00","pix","aprovado","100","app",""
"19-0697","19-0697","2026-09-19","14:57:00","pix","aprovado","100","web",""
"19-0698","19-0698","2026-09-19","14:58:00","pix","aprovado","100","app",""
"19-0699","19-0699","2026-09-19","14:58:00","pix","aprovado","100","web",""
"19-0700","19-0700","2026-09-19","14:59:00","pix","aprovado","100","app",""
"19-0701","19-0701","2026-09-19","15:00:00","pix","aprovado","100","web",""
"19-0702","19-0702","2026-09-19","15:00:00","pix","aprovado","100","app",""
"19-0703","19-0703","2026-09-19","15:01:00","pix","aprovado","100","web",""
"19-0704","19-0704","2026-09-19","15:01:00","pix","aprovado","100","app",""
"19-0705","19-0705","2026-09-19","15:02:00","pix","aprovado","100","web",""
"19-0706","19-0706","2026-09-19","15:03:00","pix","aprovado","100","app",""
"19-0707","19-0707","2026-09-19","15:03:00","pix","aprovado","100","web",""
"19-0708","19-0708","2026-09-19","15:04:00","pix","aprovado","100","app",""
"19-0709","19-0709","2026-09-19","15:04:00","pix","aprovado","100","web",""
"19-0710","19-0710","2026-09-19","15:05:00","pix","aprovado","100","app",""
